Time,Intensity,Intensity_1
0.021747,-3852073,-632026
0.021758,253274,3782330
0.021769,529805,1447579
0.02178,264511,8416407
0.021791,4353768,3509546
0.021802,9190459,8171872
0.021813,2522956,9537660
0.021824,4092345,-418174
0.021835,-1163620,3355305
0.021846,-5199986,4212613
0.021857,-2475077,6148010
0.021868,-703435,896407
0.021879,-3934200,-4339588
0.02189,2143386,-9481150
0.021901,3746865,-11197478
0.021912,724026,-2263123
0.021923,1310352,-8259265
0.021934,-5138662,5345394
0.021945,3879207,6661178
0.021956,-4438408,12413614
0.021967,-4111347,11397392
0.021978,1924928,1487706
0.021989,2667641,6664189
0.022,-1538175,233918
0.022011,-274546,1270769
0.022022,4180993,-10971434
0.022033,-1769290,-15802235
0.022044,-5010597,-8614048
0.022055,4334756,-7704333
0.022066,1201654,-1328600
0.022077,1356115,922650
0.022088,-3530475,14036217
0.022099,-2760608,7977247
0.02211,-4024688,4023579
0.022121,-216512,11845460
0.022132,-520670,4430497
0.022143,1783720,-9701301
0.022154,-2744732,-5228902
0.022165,-8013477,-2006843
0.022176,-982885,-11464488
0.022187,1851280,-1118794
0.022198,6035599,-3470669
0.022209,867207,665662
0.02222,-225186,1712669
0.022231,-1031357,7004221
0.022242,-418964,6406788
0.022253,-9430005,2468393
0.022264,-8077471,580049
0.022275,-7395488,7710437
0.022286,-4337945,-4213218
0.022297,7655547,-19224
0.022308,3173808,-2748876
0.022319,4682248,-4201764
0.02233,1836669,-4126517
0.022341,14854403,-8172878
0.022352,10113070,-4854322
0.022363,-70750,3918752
0.022374,-6525795,4749263
0.022385,-2779696,6616139
0.022396,-3627119,1808543
0.022407,1968265,-384885
0.022418,-8114655,343550
0.022429,-8218830,-2035967
0.02244,987134,-2193678
0.022451,1368351,-1853762
0.022462,7046325,-8537097
0.022473,4423574,-4770441
0.022484,11845277,-6592227
0.022495,7260983,-1144604
0.022506,3437199,-1028161
0.022517,2772144,4535077
0.022528,-3630046,2310837
0.022539,-8049161,4056863
0.02255,-13516108,4908153
0.022561,-9579839,-2545948
0.022572,-6300954,-5862547
0.022583,-3017673,3615410
0.022594,7858552,-3260939
0.022605,7061357,-8657113
0.022616,11271004,-2196660
0.022627,2339852,-962753
0.022638,1969964,3144760
0.022649,3473898,7550973
0.02266,-3094458,1608101
0.022671,-6756161,5021938
0.022682,-8444408,5578854
0.022693,-10499488,4588295
0.022704,-7707373,-641544
0.022715,-4836557,-4906003
0.022726,8982418,-1572607
0.022737,4423728,3573035
0.022748,13602624,-4246926
0.022759,6552678,639194
0.02277,4251466,2294743
0.022781,2116479,4381496
0.022792,10246895,7295062
0.022803,1332652,977935
0.022814,-5820349,-2767815
0.022825,-2095047,655797
0.022836,973939,-4820526
0.022847,-6546608,-6263690
0.022858,-618300,2333524
0.022869,3108472,793660
0.02288,5599230,-6566815
0.022891,2370581,3556377
0.022902,6441938,3349365
0.022913,-1024151,4575119
0.022924,2972428,-805180
0.022935,9448619,8006990
0.022946,1103162,2873861
0.022957,-3513512,1748735
0.022968,-2863876,968414
0.022979,-10830867,-969901
0.02299,-9050152,125578
0.023001,-4309124,-3808976
0.023012,7605347,1001320
0.023023,4413651,-6112607
0.023034,7127188,1882435
0.023045,7248966,460397
0.023056,2147981,4298683
0.023067,2293946,10941799
0.023078,2850645,-2644723
0.023089,-2889643,3524369
0.0231,-264414,-4640917
0.023111,-2587756,-3599869
0.023122,-1395434,-2581124
0.023133,8008567,-5156462
0.023144,33594,-5535182
0.023155,-6573322,-4864340
0.023166,10115157,-1362943
0.023177,-2020329,6809750
0.023188,2522258,8564125
0.023199,5171172,6596513
0.02321,7622697,3979462
0.023221,-3401398,9733639
0.023232,147649,4739681
0.023243,-4939778,-3450725
0.023254,1882852,-6657691
0.023265,367572,-6560016
0.023276,-1639512,-4555606
0.023287,-1818511,-7130297
0.023298,1581204,-5615678
0.023309,8781886,372218
0.02332,5804413,8727228
0.023331,3978158,7287051
0.023342,4304814,13061633
0.023353,868561,857962
0.023364,905524,1573528
0.023375,3230617,-1559229
0.023386,-3953375,271587
0.023397,5523327,-7415826
0.023408,83728,-4871003
0.023419,275,-6495910
0.02343,-575799,-3694967
0.023441,4280041,-831603
0.023452,2787859,973214
0.023463,-6021988,7307144
0.023474,2888578,3475036
0.023485,-5867601,4648720
0.023496,-2116458,8819814
0.023507,-6548198,3748048
0.023518,-2326615,-3119555
0.023529,-6312604,-8379827
0.02354,-6268806,-7662925
0.023551,3047207,-8697876
0.023562,7203258,-2749054
0.023573,7944044,-8677328
0.023584,3087411,1667523
0.023595,-1699446,-50353
0.023606,-5385849,1578095
0.023617,4755335,5541757
0.023628,-1615381,10023884
0.023639,-1343701,8582266
0.02365,-3230397,2991075
0.023661,-3521286,2846210
0.023672,-3951673,-10823958
0.023683,-664135,-3969195
0.023694,6874967,-6241960
0.023705,8080372,-7028329
0.023716,6493996,-1913144
0.023727,2912250,320841
0.023738,-969312,-1881669
0.023749,-6620295,6283166
0.02376,-1007737,8267602
0.023771,-11511354,6451404
0.023782,-4001659,6403966
0.023793,-2484265,755399
0.023804,-6903439,4663272
0.023815,3798092,-3303678
0.023826,8640609,-216418
0.023837,1839821,-5984560
0.023848,3881803,-2628569
0.023859,7118860,-8029800
0.02387,1970956,-819076
0.023881,-3624750,-7264770
0.023892,-9415684,12182057
0.023903,-6855002,-1415768
0.023914,-15090717,9998112
0.023925,-5069636,1751441
0.023936,-5196398,-417949
0.023947,-2560634,1236812
0.023958,7380045,1451785
0.023969,1279956,-7217686
0.02398,-1760803,-3443582
0.023991,12576257,91098
0.024002,5950418,-3630732
0.024013,779087,390845
0.024024,-3119764,7005911
0.024035,-5381985,3608575
0.024046,14320,281257
0.024057,-7593940,4792491
0.024068,-6559504,-4619749
0.024079,-7712210,5362748
0.02409,-7389756,-506644
0.024101,1947140,2894160
0.024112,1270099,-1629654
0.024123,4785997,38385
0.024134,9580619,-1647294
0.024145,5137193,-147448
0.024156,3999883,1792162
0.024167,7909650,-1008648
0.024178,2631300,3982465
0.024189,-5868769,-1828234
0.0242,-4234785,-6039310
0.024211,-7820661,-5760530
0.024222,-10887947,-6411384
0.024233,-9204378,-3242232
0.024244,5182056,-4342789
0.024255,4760547,1559325
0.024266,3727724,-4246664
0.024277,-1760729,4384661
0.024288,6765197,7878867
0.024299,8422428,885693
0.02431,1283110,6790320
0.024321,-1365393,-308832
0.024332,-6428916,-1647420
0.024343,-11517476,-2286005
0.024354,-4749824,-5592453
0.024365,3880117,-1156848
0.024376,5705202,-3645636
0.024387,342844,-1614176
0.024398,2000982,-3762607
0.024409,6450690,-3209935
0.02442,5753006,4291291
0.024431,2765241,8736416
0.024442,3351984,4348228
0.024453,559422,2644461
0.024464,-3424957,-4361939
0.024475,-1873992,2198784
0.024486,2670847,-5614677
0.024497,-5161956,-2406564
0.024508,-10605815,-4799053
0.024519,-6106273,-4114676
0.02453,-890735,1180199
0.024541,-4281082,1320954
0.024552,3435192,5903816
0.024563,-2150842,4702028
0.024574,9130664,2469242
0.024585,2892178,1864819
0.024596,-1747068,4502451
0.024607,-1235737,-7179631
0.024618,-5837908,-7931398
0.024629,3820535,1809996
0.02464,837266,-1920098
0.024651,4746752,1392652
0.024662,9037861,-8310193
0.024673,2955954,-1098434
0.024684,6947846,9502467
0.024695,3356379,-2002247
0.024706,6084528,4494566
0.024717,-7381882,7341099
0.024728,7367988,8398631
0.024739,219340,3701586
0.02475,2728134,5448625
0.024761,-2724119,-6723195
0.024772,-4716248,-7633947
0.024783,3798254,-5955258
0.024794,637863,-9185721
0.024805,563789,-5827873
0.024816,-3801287,-4223963
0.024827,1328272,8726754
0.024838,-1524844,6869119
0.024849,7250081,7022182
0.02486,-46641,-1150832
0.024871,-5671347,-455693
0.024882,-3674820,-2116124
0.024893,-5107198,7656523
0.024904,405914,2663424
0.024915,738174,-8358083
0.024926,-751419,-3679862
0.024937,-2222540,1842630
0.024948,437897,940711
0.024959,1149419,2367120
0.02497,6723300,-655088
0.024981,4413260,-1345247
0.024992,-2152129,3556794
0.025003,1861136,1942974
0.025014,-5708076,3115782
0.025025,-4894021,1685949
0.025036,-4483867,-2399408
0.025047,2186679,163052
0.025058,3200292,-3205288
0.025069,5135204,-3207535
0.02508,12323271,-7962988
0.025091,6158303,-898711
0.025102,3537999,-2145507
0.025113,-67481,-5727707
0.025124,-103953,5833099
0.025135,-5494359,-463537
0.025146,-8332487,5844884
0.025157,-8237293,1403294
0.025168,-2040898,101784
0.025179,-2741885,2981239
0.02519,-1972473,-3574445
0.025201,1208336,-3173266
0.025212,4875292,-6962686
0.025223,1079748,-8450657
0.025234,3394003,2765075
0.025245,4388923,2756598
0.025256,-889460,1293371
0.025267,-3902126,1875319
0.025278,2593954,6693659
0.025289,-9786620,1533981
0.0253,-9849049,3666403
0.025311,-3409044,3640424
0.025322,-3609355,2961067
0.025333,-5363633,3979917
0.025344,7779102,-9551261
0.025355,9803831,-3536097
0.025366,11263414,4353092
0.025377,7940728,7761545
0.025388,2539725,236319
0.025399,-3200078,9191888
0.02541,-4614615,-878696
0.025421,-5769511,-3976635
0.025432,-3721037,1013051
0.025443,-2290847,-5935244
0.025454,-7128752,-1480189
0.025465,-2225849,1703755
0.025476,1132520,3467486
0.025487,6052647,6779396
0.025498,4659844,-3023959
0.025509,4483502,-2341452
0.02552,9739583,5337723
0.025531,5555094,9575021
0.025542,-3649275,2516610
0.025553,6613462,-3924779
0.025564,207590,3038849
0.025575,-7505985,-4025977
0.025586,-2026551,88627
0.025597,-4588657,-9559349
0.025608,-3594094,-1322518
0.025619,6405275,-7436562
0.02563,-270729,-369894
0.025641,8620033,-3812229
0.025652,8207292,3337131
0.025663,5210431,1317494
0.025674,-455780,2549408
0.025685,2869805,-4408753
0.025696,-1772345,-6648123
0.025707,3962659,-1670155
0.025718,-543812,705708
0.025729,-10870859,2370257
0.02574,-7212683,-8808712
0.025751,-1016757,1813604
0.025762,-5286747,-4239357
0.025773,-275102,-3474130
0.025784,382387,7148936
0.025795,12146923,631056
0.025806,1882248,13912944
0.025817,4012508,-407205
0.025828,3284736,479713
0.025839,-1324744,2263174
0.02585,-3581792,-1852318
0.025861,-6513766,-6636924
0.025872,-6445973,2620148
0.025883,-2986833,2498035
0.025894,632550,-3202024
0.025905,-302250,5546292
0.025916,-4930329,2076664
0.025927,-5716986,2165126
0.025938,9109903,4250804
0.025949,2760115,4659318
0.02596,2435150,2273787
0.025971,-5384818,9283787
0.025982,2562027,3776478
0.025993,-1173357,-1486993
0.026004,-6072914,3205302
0.026015,4168339,-4916428
0.026026,-3045898,-11102278
0.026037,-7164099,-5278127
0.026048,-2840105,1809881
0.026059,-1267628,-6824164
0.02607,-582930,-2363597
0.026081,6845639,-496541
0.026092,-670196,9517984
0.026103,4073219,9897833
0.026114,7533007,8592141
0.026125,-5689895,1521256
0.026136,4498372,-1916925
0.026147,1844871,-1820465
0.026158,-1001104,-1963479
0.026169,-5820919,-6149069
0.02618,248131,-2791142
0.026191,991460,-966521
0.026202,-707400,4310653
0.026213,6091488,1712228
0.026224,-2241409,10575476
0.026235,1112580,9337114
0.026246,1892373,5564765
0.026257,966327,11630737
0.026268,-3779967,-1309798
0.026279,-2858666,-4499979
0.02629,1022048,726557
0.026301,4793714,1904830
0.026312,8100843,-5928891
0.026323,-211320,-4297202
0.026334,-2892783,-1058489
0.026345,4127949,-1005351
0.026356,-1258945,5048401
0.026367,-455674,6622191
0.026378,-607155,6106515
0.026389,-4726332,3036847
0.0264,-7395678,3318410
0.026411,-3703696,-811475
0.026422,461266,-3399289
0.026433,-2085851,-2009596
0.026444,4024411,-7362805
0.026455,5395529,-6565072
0.026466,4657187,1957981
0.026477,-2306946,-6758290
0.026488,3765539,-2797332
0.026499,3449328,1594655
0.02651,-6311805,4443091
0.026521,-3294499,7481199
0.026532,-8795233,878458
0.026543,-8575929,-2672076
0.026554,-189209,-2255798
0.026565,-10243570,-4696254
0.026576,-4456008,527698
0.026587,3632329,-2242406
0.026598,-906715,-932669
0.026609,443558,-7541073
0.02662,1964554,-3055081
0.026631,3396140,546776
0.026642,-6291701,-1583534
0.026653,-6511289,3199655
0.026664,-6918774,3486145
0.026675,-6157389,3319215
0.026686,-4356376,3845840
0.026697,8892224,-1990050
0.026708,992133,439914
0.026719,5835510,1881001
0.02673,6269770,-2035665
0.026741,7593541,-4897231
0.026752,3809561,-2979295
0.026763,-2528184,594483
0.026774,20374,2108343
0.026785,530673,-3793150
0.026796,-988214,2577172
0.026807,-1118015,4215519
0.026818,-235665,-9115855
0.026829,-5206271,731731
0.02684,1766976,-3665742
0.026851,3923367,-8145752
0.026862,1730433,-5958161
0.026873,6102810,-5204795
0.026884,5660846,431621
0.026895,-557533,-2357649
0.026906,3948623,5001548
0.026917,6672743,1516546
0.026928,-1395718,-5026815
0.026939,-5437733,-5400724
0.02695,-5754089,548752
0.026961,193307,559266
0.026972,-6375502,-5116523
0.026983,-7644271,-6988207
0.026994,-5563197,-9074383
0.027005,1308401,-5072460
0.027016,6588805,391282
0.027027,3767582,2109823
0.027038,1774018,2208402
0.027049,12495504,4056095
0.02706,4733197,-312286
0.027071,-5018568,7722626
0.027082,-4657065,1088618
0.027093,-11195022,1561532
0.027104,-5891065,-1115601
0.027115,-4359046,1017067
0.027126,-2156125,-3078949
0.027137,897531,788416
0.027148,-452676,3797111
0.027159,5108820,-1495076
0.02717,7643739,4300676
0.027181,4648844,-579679
0.027192,5522809,3269906
0.027203,-3882887,12349791
0.027214,3954748,2817286
0.027225,-5629808,-3408454
0.027236,-2491696,-4383428
0.027247,-6893608,-5279072
0.027258,-1713441,-1926715
0.027269,-7722504,-3294930
0.02728,-2645242,-5626531
0.027291,-1148545,1078128
0.027302,6253227,7455271
0.027313,595992,5129003
0.027324,1484988,2257068
0.027335,56895,2576980
0.027346,-669755,-2375745
0.027357,-622319,1716134
0.027368,65076,623295
0.027379,-2287968,-5207742
0.02739,1205365,-7016320
0.027401,-3936641,-8750019
0.027412,-212672,-5819423
0.027423,-261497,-2968176
0.027434,2499144,1251250
0.027445,2548053,-302967
0.027456,3725686,4445089
0.027467,-1348855,-3008208
0.027478,-4721986,498333
0.027489,6714309,638693
0.0275,4145563,727646
0.027511,-1283675,409173
0.027522,-5104856,-1856121
0.027533,-7962074,-2667643
0.027544,1383651,-7378546
0.027555,8621673,-5087247
0.027566,400450,-3169848
0.027577,-2738173,773537
0.027588,-1001620,2050415
0.027599,3441521,4247470
0.02761,-1291586,4417379
0.027621,75515,2981646
0.027632,4606379,5577453
0.027643,1624588,2828298
0.027654,143383,2262894
0.027665,-2970427,-7958074
0.027676,478573,-4623827
0.027687,1170798,-4950600
0.027698,2984580,-8279923
0.027709,2222659,-4176697
0.02772,3749928,-1304480
0.027731,4737119,-2094842
0.027742,2157064,3635022
0.027753,2405977,4606601
0.027764,-1081506,5632768
0.027775,-7979748,4749029
0.027786,-676310,1684663
0.027797,958002,-2099082
0.027808,-519326,-6173997
0.027819,-4773116,2041861
0.02783,-1381263,-2907008
0.027841,7527538,-3992359
0.027852,5453622,-5405624
0.027863,-625654,5589774
0.027874,4617923,222086
0.027885,-1770914,-5653368
0.027896,-2418951,14313687
0.027907,-8666452,8442774
0.027918,-3721526,4502534
0.027929,-5121225,-3515556
0.02794,-1920588,-354123
0.027951,6255746,1156350
0.027962,2767664,4505430
0.027973,7459341,-2681297
0.027984,2027527,-563095
0.027995,-574098,-514484
0.028006,-7023123,-3033139
0.028017,2014789,1266643
0.028028,-1048215,1569924
0.028039,-3838693,1500327
0.02805,-10731642,3782728
0.028061,-5757777,3207150
0.028072,-3982631,2414716
0.028083,-3526941,870957
0.028094,3227983,-4418997
0.028105,3659438,658463
0.028116,3931772,-6164556
0.028127,2103814,-5333867
0.028138,2703314,-422137
0.028149,-540231,-7591340
0.02816,-2738872,-4511288
0.028171,-6669618,315404
0.028182,100756,2712553
0.028193,-4158085,5644940
0.028204,-3759307,2859138
0.028215,-8216821,-7131982
0.028226,-3834955,-5695299
0.028237,6668795,1893947
0.028248,113838,2979588
0.028259,821763,-5957785
0.02827,5501594,4363842
0.028281,5466667,-3854922
0.028292,-5505661,-3248927
0.028303,-1974630,7497053
0.028314,-5922994,-4025285
0.028325,-10454628,-2124248
0.028336,-1278372,-4420912
0.028347,4051171,-1330807
0.028358,-7639017,-1430562
0.028369,-1161373,1231044
0.02838,-1970291,-7611186
0.028391,-750003,-239569
0.028402,-436496,5609690
0.028413,1413189,2506768
0.028424,2169939,1604816
0.028435,-66669,3176102
0.028446,4728433,-1264938
0.028457,-9046657,3453805
0.028468,78820,405771
0.028479,-2624458,1995435
0.02849,-3141904,-8722599
0.028501,-1240784,-1172589
0.028512,6717376,-6359728
0.028523,4445078,-3362390
0.028534,1714243,2515445
0.028545,2866693,4823794
0.028556,2703536,6196953
0.028567,-2790090,2212123
0.028578,4196910,1613410
0.028589,-2013948,4937353
0.0286,-1571953,4217902
0.028611,-3898,-916414
0.028622,1464488,-291331
0.028633,-5435623,6523415
0.028644,-5955990,2662
0.028655,-1389630,-4093712
0.028666,9653552,-3996356
0.028677,5549914,-5760043
0.028688,1608533,3760263
0.028699,-2484202,8754757
0.02871,-1688825,5970394
0.028721,13272864,-2142266
0.028732,-4910217,1920966
0.028743,-4277859,-2401191
0.028754,-4097518,1392319
0.028765,3145697,-4623897
0.028776,-1357867,1365404
0.028787,1863564,-3948659
0.028798,-7407522,-5393988
0.028809,-2167841,-3905435
0.02882,-7939643,2273373
0.028831,-183015,8470257
0.028842,-2602218,5318237
0.028853,2902601,134196
0.028864,2045224,-1431938
0.028875,-4830048,-5756117
0.028886,2055896,-5831064
0.028897,1537295,944551
0.028908,2204817,-9415957
0.028919,-2761533,-4461762
0.02893,-9053101,-2165371
0.028941,2845629,-4880390
0.028952,546006,655225
0.028963,1368136,2684666
0.028974,3483482,60156
0.028985,-620739,5853627
0.028996,-6824572,5920357
0.029007,2435863,9610639
0.029018,2597656,5907224
0.029029,-3541657,489270
0.02904,-581781,691812
0.029051,-1710283,3550599
0.029062,2583336,-6530684
0.029073,7817224,-8028151
0.029084,-3117542,3305761
0.029095,6201052,-5438368
0.029106,6843582,-256933
0.029117,270815,496431
0.029128,-187496,-292529
0.029139,1112647,-3999616
0.02915,-5851389,10781806
0.029161,-4885616,3849283
0.029172,-5762936,-3631065
0.029183,-6018892,-6447931
0.029194,107277,-2152526
0.029205,1927296,-10116492
0.029216,771618,-7005091
0.029227,3386703,-6117392
0.029238,3081986,-116607
0.029249,727020,-341404
0.02926,9651790,2860353
0.029271,-4881588,8223866
0.029282,5195508,-368434
0.029293,-2595380,203459
0.029304,-9452348,2813021
0.029315,-5276480,2118371
0.029326,1459406,426829
0.029337,-3163057,-1026008
0.029348,-3558599,-8311799
0.029359,1551379,-358999
0.02937,4147254,-3038361
0.029381,2852605,-3982993
0.029392,2516008,868537
0.029403,3340916,5651988
0.029414,-1355962,2247247
0.029425,-4795521,5563527
0.029436,-5624364,-1959199
0.029447,-6141431,-2398199
0.029458,-2521146,74801
0.029469,-383507,-3444932
0.02948,2410027,-3919697
0.029491,7724736,-4429727
0.029502,5722610,-3315332
0.029513,-3178828,-2957644
0.029524,2735004,4283038
0.029535,2937828,2171850
0.029546,-3213640,10404552
0.029557,2070097,-1849598
0.029568,-8151834,7684682
0.029579,-1079181,-1745657
0.02959,-2938828,-2292557
0.029601,-5121071,2542701
0.029612,1659646,-3259351
0.029623,1453129,1357721
0.029634,6082865,-3208864
0.029645,1777629,1621817
0.029656,-243923,-6397617
0.029667,1136520,-5330948
0.029678,-3045366,7658697
0.029689,-5242289,-498920
0.0297,-854457,1547725
0.029711,-3059898,2338299
0.029722,661308,-1609206
0.029733,-910178,166626
0.029744,-2191620,3764222
0.029755,-3480654,-2262917
0.029766,-440011,-3071616
0.029777,2808739,-753805
0.029788,5860817,4805647
0.029799,1488194,-230345
0.02981,6923652,503839
0.029821,-5096389,7942740
0.029832,-4953675,1728403
0.029843,-2715455,-3373058
0.029854,-7776757,-879718
0.029865,1882843,331924
0.029876,1314428,-3756626
0.029887,-2242471,-1330047
0.029898,2852462,3184115
0.029909,789184,3118413
0.02992,1480629,931132
0.029931,5341825,3827808
0.029942,2977955,-405869
0.029953,6850231,1498646
0.029964,-2392129,8132388
0.029975,2891696,5137426
0.029986,-5177175,-5120718
0.029997,-5927219,-8091946
0.030008,-3630675,-5010957
0.030019,-2484450,-6441933
0.03003,2886716,-6010738
0.030041,1335741,3880145
0.030052,3759958,666758
0.030063,-1166945,-515546
0.030074,4085081,5367228
0.030085,4897246,2371014
0.030096,2580138,8502393
0.030107,-3589083,-8206752
0.030118,-14790,-1072859
0.030129,-10936907,-563064
0.03014,-783620,-9160349
0.030151,60305,-5451749
0.030162,-2454509,1421790
0.030173,-1089973,-9568230
0.030184,884502,-828323
0.030195,-6190608,-4852034
0.030206,8475322,6438011
0.030217,-4241292,5936113
0.030228,-708364,3762515
0.030239,-861914,6963624
0.03025,5657363,-4056716
0.030261,-433478,-3020781
0.030272,-5099061,-2152566
0.030283,-816982,1466598
0.030294,-5300364,-8650264
0.030305,3560023,-1417738
0.030316,1182805,3974338
0.030327,3220952,-4953473
0.030338,4693971,1468069
0.030349,1825386,3536361
0.03036,-2133234,763096
0.030371,3823944,4643470
0.030382,-3851933,9173499
0.030393,1394268,2613865
0.030404,-6340040,-3244215
0.030415,-400257,-111527
0.030426,-1448622,-10130062
0.030437,-5447831,-3845132
0.030448,3122554,-8462706
0.030459,-2460703,-500468
0.03047,-3799085,-442448
0.030481,1634172,-1603101
0.030492,-2751443,-909105
0.030503,1418580,3417015
0.030514,-194601,7706245
0.030525,-3942825,-2711414
0.030536,2678888,3508797
0.030547,2885452,-407866
0.030558,-4155689,4365211
0.030569,-7514828,-2886031
0.03058,-1790481,354139
0.030591,2436479,773073
0.030602,-925353,2733950
0.030613,2557265,2875729
0.030624,-547601,-5103458
0.030635,2813998,663046
0.030646,2005644,2929535
0.030657,-2004263,590479
0.030668,-1249610,-1482639
0.030679,-3891501,49234
0.03069,-2728839,189783
0.030701,-2546447,3060519
0.030712,6959667,279503
0.030723,-1168970,-4745761
0.030734,2263782,7758722
0.030745,7340893,-6318387
0.030756,-2971901,-2554637
0.030767,-5200046,7840467
0.030778,-5170717,1322350
0.030789,-2616466,2772035
0.0308,-8799761,5706103
0.030811,-7842095,5436587
0.030822,-7663457,6826618
0.030833,-3544519,-987589
0.030844,2453245,-8222139
0.030855,3364389,-8131296
0.030866,1737736,3041409
0.030877,2376185,2012304
0.030888,7642802,1046889
0.030899,2200598,2538015
0.03091,-483657,4064473
0.030921,-388676,166756
0.030932,2613202,-2237220
0.030943,-7310213,4755847
0.030954,-8251708,2911635
0.030965,-6176267,4263863
0.030976,3314514,-2634699
0.030987,-8730844,-2725164
0.030998,-627313,-3014903
0.031009,-350290,1200681
0.03102,6746046,-7400859
0.031031,4856051,3522831
0.031042,-2425122,4011356
0.031053,-1189453,699824
0.031064,-3383697,-3165252
0.031075,-1649492,930592
0.031086,-7422849,-203776
0.031097,-2827360,-743232
0.031108,-5571588,3520271
0.031119,2407288,2509811
0.03113,-1446600,-6937006
0.031141,-1399485,5371343
0.031152,1801197,-3079906
0.031163,5650821,-3511385
0.031174,6246103,3525813
0.031185,2264615,3889410
0.031196,-4162229,4282346
0.031207,-5181498,1749323
0.031218,-1071394,-5519362
0.031229,-5024300,-5120425
0.03124,25437,-483612
0.031251,-4287820,4476974
0.031262,-5368270,1557041
0.031273,908285,-389320
0.031284,215666,1837083
0.031295,4055487,4096324
0.031306,10274755,-93137
0.031317,4259418,11735680
0.031328,3434156,-1034523
0.031339,4517214,4627370
0.03135,-6388456,-2093975
0.031361,2289479,-12942739
0.031372,-9259485,4326564
0.031383,-10864618,-2782911
0.031394,2061891,2636224
0.031405,-3045167,-151117
0.031416,1925654,-4451834
0.031427,5818810,-1858454
0.031438,9030469,-415064
0.031449,7288040,3285652
0.03146,5590343,4812004
0.031471,7146730,6516322
0.031482,2842268,2600548
0.031493,-2174369,-7240049
0.031504,1196300,-5271514
0.031515,-1197827,-5874344
0.031526,-4167928,-2617870
0.031537,-4709426,-11814237
0.031548,-575216,3978054
0.031559,3471398,-2801219
0.03157,-2075483,3394544
0.031581,2295272,8740851
0.031592,3077456,918715
0.031603,356295,3732243
0.031614,-4111240,898388
0.031625,2329900,4691470
0.031636,6454009,-2623684
0.031647,2019470,518421
0.031658,-8535783,1259718
0.031669,-13596235,-12176103
0.03168,2278965,-8692385
0.031691,4418097,-4605671
0.031702,2219675,-91314
0.031713,374654,-1159690
0.031724,427507,-3443797
0.031735,-75587,2557973
0.031746,3109935,5404850
0.031757,-3244976,2916593
0.031768,4222919,-327769
0.031779,2263836,-3009305
0.03179,-4424239,2958179
0.031801,1013664,-3123241
0.031812,1230708,-8139412
0.031823,3691533,-8936433
0.031834,4002461,-8136619
0.031845,-4624429,-826236
0.031856,-5410447,1395514
0.031867,3754967,2003838
0.031878,6017034,941587
0.031889,-1915468,1355202
0.0319,-5008011,4919194
0.031911,-2510737,5030705
0.031922,1205996,-853226
0.031933,-906333,-2328852
0.031944,3891208,-3929446
0.031955,846665,-6325099
0.031966,-1104118,-2357681
0.031977,496494,-1066625
0.031988,-2278705,3718035
0.031999,-1198802,6114482
0.03201,-6294352,2531932
0.032021,3133356,686034
0.032032,-1929913,11945329
0.032043,-2260128,1527237
0.032054,-4533790,2404382
0.032065,-5192109,4265592
0.032076,853392,-3247380
0.032087,-2034786,-14487210
0.032098,4981932,-1384017
0.032109,-2102286,-3698656
0.03212,1502799,-154255
0.032131,-2224927,-177689
0.032142,4386980,922413
0.032153,-413552,-2100703
0.032164,516294,2467850
0.032175,-10220997,-469612
0.032186,-6172274,227771
0.032197,-2450174,-1572200
0.032208,-647456,-2344438
0.032219,788984,-2618239
0.03223,4262990,-7009484
0.032241,1100629,997006
0.032252,1267458,-241793
0.032263,-1562125,-3919555
0.032274,1954696,-2905405
0.032285,-3280899,-230285
0.032296,1980910,-2074000
0.032307,-10009230,-5030697
0.032318,2572895,-5327846
0.032329,-4245547,2024173
0.03234,4765595,879651
0.032351,-6285889,-3074563
0.032362,-2402730,-306596
0.032373,-89271,-1312766
0.032384,-1270502,-3440374
0.032395,1975592,7439390
0.032406,2559141,-4709866
0.032417,8225471,4830853
0.032428,-1322985,5350666
0.032439,5286454,-1757347
0.03245,-5462787,4994504
0.032461,-6272451,-47175
0.032472,5263835,5650207
0.032483,-3281779,-700101
0.032494,503314,2268772
0.032505,7715727,4902003
0.032516,2247849,1515746
0.032527,5411822,-1756384
0.032538,4397545,-1063766
0.032549,1166009,-1861464
0.03256,588788,592127
0.032571,1602119,-42537
0.032582,-4115764,4659219
0.032593,19126,3417918
0.032604,-5463722,5142864
0.032615,3275100,-1604324
0.032626,-5687164,-3860870
0.032637,-1487844,-1392622
0.032648,3531396,-448335
0.032659,7930395,-5862511
0.03267,-1973026,-6897960
0.032681,1793068,7158115
0.032692,3338558,4504801
0.032703,-480353,2116537
0.032714,7470281,3452563
0.032725,-26001,-2929925
0.032736,-3386622,-1519281
0.032747,3093134,6182886
0.032758,1908392,-5907297
0.032769,1349318,-5118855
0.03278,-759214,-941204
0.032791,-1502509,-2969272
0.032802,4611961,-3975941
0.032813,2325459,-1484618
0.032824,3571717,808834
0.032835,5329707,5545229
0.032846,1863722,4122546
0.032857,250462,-2292224
0.032868,-1201434,-3663526
0.032879,-2361539,974966
0.03289,387029,-751120
0.032901,148240,-6914371
0.032912,205335,-4843549
0.032923,8003656,-1015724
0.032934,1306653,-2168367
0.032945,2645246,3827517
0.032956,5247478,1661472
0.032967,2209040,2692083
0.032978,6526908,-982883
0.032989,-4269832,1363494
0.033,274909,13099174
