Time,Intensity,Intensity_1
0.045507,-1055189,6049738
0.045518,-3723646,4029022
0.045529,-2919319,-1373256
0.04554,1818953,-2571443
0.045551,-9944447,-1878504
0.045562,-798831,-454473
0.045573,-1002973,3938296
0.045584,4173056,-2985579
0.045595,5895245,-248204
0.045606,-1587511,3379852
0.045617,-9570,1206075
0.045628,1920718,-579218
0.045639,-448903,3299525
0.04565,3385942,-3165257
0.045661,6602043,-5952866
0.045672,-557601,-908473
0.045683,-3969507,4966999
0.045694,-4929561,-954966
0.045705,5552817,-8903759
0.045716,2974738,5502193
0.045727,247826,-1615813
0.045738,-2983693,-6984705
0.045749,2534819,-3448570
0.04576,2785205,1024105
0.045771,-2921619,-2369103
0.045782,892873,136277
0.045793,4966872,-2165682
0.045804,-1346363,1792044
0.045815,-7690619,-3085442
0.045826,-1779920,-502825
0.045837,2229231,3786836
0.045848,-854759,81823
0.045859,-3508196,-2251361
0.04587,-4820591,2653800
0.045881,3198586,-1046962
0.045892,585472,-8723587
0.045903,-1213090,4256410
0.045914,-4751242,2516268
0.045925,-2870478,-3946392
0.045936,1836031,-4846149
0.045947,-8691835,6683814
0.045958,-1406165,812500
0.045969,-1723740,1606717
0.04598,-3877971,-3690115
0.045991,-3483066,-5481294
0.046002,-3779100,-4005555
0.046013,3008971,2413991
0.046024,245874,2089962
0.046035,5020117,-7030517
0.046046,5062405,-5398790
0.046057,-2462148,8683052
0.046068,6903598,-462230
0.046079,5097883,-580380
0.04609,813716,484042
0.046101,-2506433,21345
0.046112,-571761,-5255519
0.046123,3240221,-3097759
0.046134,-93230,1893167
0.046145,-6957447,1055015
0.046156,-4015457,-5415341
0.046167,-505760,-3338389
0.046178,-7363219,-164717
0.046189,2435611,-599746
0.0462,5416628,-2197692
0.046211,3758970,-418748
0.046222,3529914,-2004058
0.046233,778292,-4974197
0.046244,318447,-3126034
0.046255,4388823,933253
0.046266,574050,700100
0.046277,-986446,-2621556
0.046288,5941631,4831844
0.046299,2083111,2078664
0.04631,-4684420,-3599663
0.046321,899007,3761577
0.046332,-5616876,10002349
0.046343,1267627,-5260036
0.046354,505120,2601508
0.046365,-3807640,-205596
0.046376,1652700,486465
0.046387,2223316,272342
0.046398,757531,-4045874
0.046409,5834223,3620881
0.04642,2853536,-1957648
0.046431,343464,-7587098
0.046442,8238697,-1950520
0.046453,-6650260,-1691914
0.046464,462023,-315105
0.046475,5263176,1085481
0.046486,-7220364,5087466
0.046497,5767271,296842
0.046508,3805257,-5246662
0.046519,-2804112,3239913
0.04653,1846673,1553266
0.046541,-5146878,-501037
0.046552,6150414,1419346
0.046563,-4766314,-8409856
0.046574,-4004283,-569473
0.046585,-498015,2913771
0.046596,-4200586,2135399
0.046607,2401184,26955
0.046618,2589139,-2452583
0.046629,5851911,3204543
0.04664,4600340,2041077
0.046651,3106969,-5473524
0.046662,-3364868,8968520
0.046673,2117798,-1939291
0.046684,-1723245,4587485
0.046695,6538631,103849
0.046706,-6682706,-3166365
0.046717,-2976396,790493
0.046728,-4237097,-2849554
0.046739,-8489409,3722706
0.04675,594159,1978187
0.046761,5142523,215088
0.046772,3413239,281326
0.046783,3522720,-6805331
0.046794,3464395,2370258
0.046805,239894,6390802
0.046816,-1189102,2885043
0.046827,-3345935,3218118
0.046838,6898226,-1180247
0.046849,1949409,4196213
0.04686,5192407,6760880
0.046871,-4313112,-4659671
0.046882,-3409178,5534269
0.046893,-7821620,5103655
0.046904,-944916,-7860497
0.046915,-1022051,-3609334
0.046926,3394349,-2439789
0.046937,3874527,-7996246
0.046948,-2930216,845931
0.046959,-6734508,-3429268
0.04697,4210145,2846929
0.046981,3210062,5508265
0.046992,5911922,-7823672
0.047003,-482154,4127235
0.047014,5126040,2722216
0.047025,4129018,1790510
0.047036,-3273432,627073
0.047047,-2730051,-1845390
0.047058,-3970159,3464045
0.047069,4408775,8905001
0.04708,1806518,-2059022
0.047091,-700086,3920040
0.047102,-1021015,1127999
0.047113,-2852266,-3593477
0.047124,-830637,5755757
0.047135,2623820,3023692
0.047146,1455799,-545325
0.047157,-1520310,-3576998
0.047168,2396687,302806
0.047179,1028478,6903080
0.04719,3439261,7554229
0.047201,-2819514,-1389291
0.047212,1143830,4754862
0.047223,2618825,2996303
0.047234,-3459446,-4420071
0.047245,1270179,-5597286
0.047256,2680843,-757357
0.047267,5990235,1818738
0.047278,4069197,258020
0.047289,881219,3277560
0.0473,-6084271,1395308
0.047311,2102203,-601564
0.047322,-4880592,-2945578
0.047333,3153043,-2256607
0.047344,-1727905,6966114
0.047355,1115002,2479525
0.047366,5176748,1039849
0.047377,-7487669,-2000224
0.047388,-7799082,-4319347
0.047399,2798794,-3081646
0.04741,-1209397,-3803387
0.047421,42120,-6139913
0.047432,-4615254,1600184
0.047443,-1329146,-4076821
0.047454,-4164165,-6464511
0.047465,4617474,380866
0.047476,6468149,-6658021
0.047487,-4781125,-7527076
0.047498,-1804199,-1804965
0.047509,389520,725985
0.04752,5261187,1551623
0.047531,-865129,-1815522
0.047542,4410496,-5879998
0.047553,3341339,-4201384
0.047564,3447086,-1691684
0.047575,8050115,496318
0.047586,-6453543,-2503837
0.047597,1604374,6603734
0.047608,3289383,5124823
0.047619,1593714,4809680
0.04763,2263986,-437503
0.047641,1933430,3987438
0.047652,1285943,-301009
0.047663,7141501,-1214113
0.047674,4101021,5721700
0.047685,3010673,-4057605
0.047696,2065852,1768621
0.047707,5812849,-4354610
0.047718,3830468,824339
0.047729,-555231,72618
0.04774,5867495,2201213
0.047751,548080,5198607
0.047762,3094090,-402230
0.047773,4344590,-5072166
0.047784,4549208,-1947361
0.047795,4914668,-4050636
0.047806,907649,9800134
0.047817,-1429312,-745474
0.047828,-3279780,4869604
0.047839,3656081,3513557
0.04785,-705924,2648443
0.047861,-1532449,-717556
0.047872,1144061,-2123997
0.047883,-4605569,7079079
0.047894,-4867329,-6364337
0.047905,-7877762,2313242
0.047916,3603872,-2283274
0.047927,-176442,-1193612
0.047938,-4660626,1170618
0.047949,-4542729,-2404141
0.04796,-4435695,-289531
0.047971,4249835,572564
0.047982,-1080279,-5896496
0.047993,-3266928,353782
0.048004,-7702214,-590495
0.048015,1613883,-1368663
0.048026,-2789165,2392918
0.048037,-1337589,742605
0.048048,517502,-2063347
0.048059,2252045,7164012
0.04807,1520796,-2576270
0.048081,-162514,-4834991
0.048092,3796002,-3141689
0.048103,-10805307,1498857
0.048114,-1084958,-135756
0.048125,8935253,1325321
0.048136,6907545,-4598232
0.048147,-226125,-1284128
0.048158,1387312,580320
0.048169,808566,4692181
0.04818,-2039565,-1373927
0.048191,2106801,-4205481
0.048202,-2738656,1869066
0.048213,1317626,-4164821
0.048224,2229008,5846161
0.048235,4837337,-689731
0.048246,4007791,1713280
0.048257,740148,-1178176
0.048268,3627692,845656
0.048279,-1064161,-3592485
0.04829,-2764631,-2021243
0.048301,-2553665,1689654
0.048312,-2021068,-1384617
0.048323,-274547,-7493460
0.048334,-4064634,43332
0.048345,-4475717,-3337737
0.048356,-1343490,-2190881
0.048367,4883742,-943693
0.048378,-1806632,501911
0.048389,1934827,-3123080
0.0484,2770827,-1757428
0.048411,3750200,-8928353
0.048422,4609951,-911268
0.048433,250180,240625
0.048444,-1666704,-3311034
0.048455,-6037853,-3365174
0.048466,-3884227,-2061783
0.048477,-2018729,1585339
0.048488,3836847,857495
0.048499,6036273,2784768
0.04851,-6429464,-1066623
0.048521,2578835,-2677470
0.048532,-1857770,-2176265
0.048543,5113867,-6381622
0.048554,3067505,3697254
0.048565,1992078,282028
0.048576,5409715,296505
0.048587,219247,7579961
0.048598,-8068485,3190603
0.048609,518401,788532
0.04862,161865,-910104
0.048631,2595262,-4274444
0.048642,2996989,-3395057
0.048653,-3750083,-5662990
0.048664,364365,4166225
0.048675,-1930523,2537606
0.048686,-3464749,-1924883
0.048697,-7347556,5301776
0.048708,-2691652,-5484440
0.048719,-3333373,-81650
0.04873,4652001,-3608894
0.048741,-313081,-2430984
0.048752,208058,2213927
0.048763,4384473,-1792744
0.048774,-2507666,-1116542
0.048785,3668468,5938372
0.048796,-951678,-12606393
0.048807,5697260,3131808
0.048818,2645965,-3693135
0.048829,4465697,2693211
0.04884,5149252,1869262
0.048851,3640285,1649056
0.048862,-3130971,-1963383
0.048873,5598702,-1611268
0.048884,5790594,6191507
0.048895,2817527,7595241
0.048906,-688850,-1869790
0.048917,-4257880,-766943
0.048928,-341273,-482648
0.048939,5831274,-4295611
0.04895,1167148,1864386
0.048961,-1275881,1758866
0.048972,4307814,-1707948
0.048983,-3150007,1017905
0.048994,4961528,-2391880
0.049005,-3508716,-1916302
0.049016,-7222088,10379147
0.049027,-5279194,5948450
0.049038,-1644868,-3459863
0.049049,1633963,856704
0.04906,-4218789,770866
0.049071,2763036,-7670691
0.049082,492950,-3592652
0.049093,2043241,4380283
0.049104,7152162,5012437
0.049115,1081868,102065
0.049126,1262359,6478794
0.049137,-2947149,87031
0.049148,-1874217,5569706
0.049159,630023,-2084408
0.04917,6258972,2288353
0.049181,-842125,-2674489
0.049192,1001660,-3080087
0.049203,964391,2835317
0.049214,1879101,834936
0.049225,1710759,1399448
0.049236,-11592096,-2211574
0.049247,-4407881,2902933
0.049258,-6392967,-4602757
0.049269,-6006977,6036615
0.04928,-2437441,3207071
0.049291,1380244,-575293
0.049302,-231478,4773119
0.049313,1215216,912423
0.049324,-160147,-2072365
0.049335,2351938,90702
0.049346,-4489597,-1929620
0.049357,-7778462,239728
0.049368,-1909896,5042087
0.049379,7371687,913701
0.04939,-4669035,5335656
0.049401,-1157514,5588361
0.049412,681410,-2949686
0.049423,6576553,-2363099
0.049434,3178374,-2238676
0.049445,-545367,-3888265
0.049456,1090260,-3935328
0.049467,2442553,685397
0.049478,-973832,-3226971
0.049489,-4037476,2577154
0.0495,703754,-899189
0.049511,7193752,3357973
0.049522,8699522,-4511412
0.049533,2351383,2390817
0.049544,1735164,3209597
0.049555,-130081,-1459031
0.049566,4141512,-5057381
0.049577,-3826443,2578233
0.049588,8189303,1270441
0.049599,96083,2834580
0.04961,708665,5724643
0.049621,-4091431,-1618921
0.049632,1565009,8822600
0.049643,-791949,-184462
0.049654,-6136408,6434927
0.049665,4100416,753575
0.049676,-2576325,1345784
0.049687,-6614395,-2476079
0.049698,4077541,-3790823
0.049709,2897264,3895743
0.04972,-7179848,2798436
0.049731,-266162,-1281518
0.049742,-2030266,1493240
0.049753,6076363,903705
0.049764,2129317,2607331
0.049775,1171984,-2366784
0.049786,2809801,2335997
0.049797,2510200,-2210154
0.049808,-982034,-2372443
0.049819,5181617,-4482854
0.04983,-533390,-4141498
0.049841,-6326346,-2817800
0.049852,533033,-4853693
0.049863,4665358,3655950
0.049874,-867277,-9755929
0.049885,823802,268494
0.049896,2156996,1328002
0.049907,375807,5462405
0.049918,3607751,605555
0.049929,10388009,926748
0.04994,-7327255,-3663483
0.049951,-2155040,-3423219
0.049962,-986932,-1183613
0.049973,-2232253,-224765
0.049984,-3445728,5991974
0.049995,8379903,15005
0.050006,821472,1923
0.050017,3293433,4874279
0.050028,-220265,9255880
0.050039,-4946204,-6709287
0.05005,-5617065,-4105686
0.050061,-595849,-3245225
0.050072,-8905350,1456899
0.050083,-57290,-6226643
0.050094,1884948,-1419253
0.050105,-2718194,-5971889
0.050116,2979846,3094967
0.050127,1810289,-2439227
0.050138,962285,1390026
0.050149,-8531907,157025
0.05016,-1022719,-12049026
0.050171,-9173688,-6443986
0.050182,-2816311,5491983
0.050193,792787,1078164
0.050204,873111,-8727315
0.050215,1976223,-2312375
0.050226,2055777,2317133
0.050237,-1794693,1780852
0.050248,-682496,-9611508
0.050259,1821901,6731088
0.05027,1474663,-7188321
0.050281,601822,1756236
0.050292,-4277839,-3282183
0.050303,-3011751,1841485
0.050314,2926394,-991694
0.050325,6266306,-5178348
0.050336,-1472581,-78014
0.050347,-420563,-3794542
0.050358,3911220,3327274
0.050369,1188949,-1703834
0.05038,3380786,1484098
0.050391,-6639955,1113544
0.050402,-7977639,-3323504
0.050413,11721883,6951770
0.050424,1066002,274876
0.050435,-5606703,1350137
0.050446,-2005609,7267989
0.050457,-2045733,-881504
0.050468,432473,-2388993
0.050479,4694946,-7732335
0.05049,2175450,-4858747
0.050501,-2081814,-2282987
0.050512,5287941,-1033942
0.050523,-36898,-2096846
0.050534,916829,-4616923
0.050545,1960265,1603213
0.050556,-1314562,-656323
0.050567,-211488,-1073991
0.050578,-368927,-2364047
0.050589,319663,997542
0.0506,-3372517,-2344959
0.050611,-212574,-7793042
0.050622,-627975,-1549467
0.050633,1872830,1271879
0.050644,2634002,-1172270
0.050655,1406582,-27568
0.050666,19002,2430129
0.050677,-4555656,-7853266
0.050688,163276,-623743
0.050699,116676,6586814
0.05071,1472167,9160348
0.050721,-1188771,2061614
0.050732,-6860518,-139614
0.050743,3433162,-10880791
0.050754,-3616649,-1976356
0.050765,3766103,3005937
0.050776,-3058169,-325182
0.050787,-5262494,4250333
0.050798,-557386,6669594
0.050809,5076999,-55815
0.05082,-2447967,-3862967
0.050831,3005586,5238663
0.050842,3602353,2210818
0.050853,5866038,-5207776
0.050864,-2069890,-5634223
0.050875,-3080849,-8728533
0.050886,-958049,-2484383
0.050897,-3800434,3817732
0.050908,5000662,1653214
0.050919,-3945450,-8265516
0.05093,-1193239,874532
0.050941,-3902924,297896
0.050952,-1084290,-170830
0.050963,-3637041,-1726070
0.050974,-5279766,1328603
0.050985,693712,-1186715
0.050996,-2007410,-3508998
0.051007,-3648047,1695240
0.051018,1869340,1515872
0.051029,2222039,-222331
0.05104,5088058,-5170726
0.051051,-1817707,1790671
0.051062,1926109,398678
0.051073,506,794754
0.051084,-635838,-1122794
0.051095,4199073,-1570027
0.051106,667621,-2497578
0.051117,4077372,2435189
0.051128,3975085,7881237
0.051139,1070332,3921418
0.05115,-2370001,-2838693
0.051161,4050794,-7115690
0.051172,2745906,-4168503
0.051183,-303310,-942228
0.051194,3768312,4202528
0.051205,-2169869,5936863
0.051216,3913184,1569634
0.051227,-3383292,-6288048
0.051238,-1554261,-4152892
0.051249,-1870663,-4486826
0.05126,3374791,2520280
0.051271,-365122,3164804
0.051282,-508601,7485987
0.051293,1377573,3970897
0.051304,136618,7275868
0.051315,3870178,6302178
0.051326,1498194,5725319
0.051337,-2481059,-4161238
0.051348,-991633,2994142
0.051359,7500722,-6453836
0.05137,-4184625,3579861
0.051381,-4593681,-3623305
0.051392,-2492032,2195377
0.051403,958275,-7628828
0.051414,-3442508,-5251243
0.051425,5102843,-5760117
0.051436,-298904,5965273
0.051447,-5450828,8257268
0.051458,6034054,-5630726
0.051469,-804337,382316
0.05148,4646127,-7441974
0.051491,-120118,-677943
0.051502,2502355,738553
0.051513,-634098,-377486
0.051524,2587220,748427
0.051535,-1406447,4965754
0.051546,4200312,-2748387
0.051557,1150377,-932775
0.051568,-3838260,4143572
0.051579,-3610938,4800648
0.05159,-3297704,-595071
0.051601,15064119,4521715
0.051612,-7638566,3258336
0.051623,-681719,-4496332
0.051634,76447,-675867
0.051645,4736295,-1533307
0.051656,3146700,-1067587
0.051667,-2227726,4081782
0.051678,-1431782,-5689218
0.051689,-951761,2331551
0.0517,-3706363,-4595091
0.051711,2440682,482978
0.051722,4805025,-1509787
0.051733,-7377153,-2751840
0.051744,-3386169,-2985893
0.051755,-5140853,4359219
0.051766,-1023048,-3180845
0.051777,1511451,-1368335
0.051788,-648185,1483172
0.051799,-1922619,5757416
0.05181,-4207316,3145897
0.051821,1467595,2224041
0.051832,209200,863760
0.051843,5582386,1175570
0.051854,-1330842,-3282177
0.051865,-7430838,3051647
0.051876,1001502,-439344
0.051887,3591130,-5450903
0.051898,3401935,-1608769
0.051909,-3044182,-5768358
0.05192,7181593,2676559
0.051931,-7603049,8586500
0.051942,1660708,6112788
0.051953,-2787855,-322075
0.051964,195537,98225
0.051975,694907,5696368
0.051986,7689118,-1861711
0.051997,3023105,-5237377
0.052008,-6418231,1645619
0.052019,-3246735,-1801023
0.05203,-718647,3298700
0.052041,3071454,-575437
0.052052,-3254632,2373094
0.052063,-2434199,-2771869
0.052074,3931508,1285660
0.052085,1709779,-2893412
0.052096,1231153,-3145539
0.052107,-1844325,14447
0.052118,-3610255,70997
0.052129,3693683,-1059916
0.05214,-5968217,1240168
0.052151,4275787,-2137956
0.052162,-2059671,1383460
0.052173,4065742,3181436
0.052184,3112278,2305646
0.052195,740021,-4407291
0.052206,31897,1791368
0.052217,-2249782,-2818693
0.052228,-389478,-4670886
0.052239,511197,3937735
0.05225,-3306161,1347648
0.052261,4936824,-2792577
0.052272,3921416,1987370
0.052283,4272916,3774507
0.052294,3546214,1134712
0.052305,-992632,-9618148
0.052316,-583081,1054928
0.052327,5420360,-5956609
0.052338,1703742,5102826
0.052349,4688452,2647413
0.05236,2839709,-2227826
0.052371,3688992,2172996
0.052382,-3123603,-2185
0.052393,-4317238,-505283
0.052404,1113762,-3129232
0.052415,3496872,-3372995
0.052426,4978079,4084252
0.052437,-5933273,8695809
0.052448,-7489342,-7450315
0.052459,-1585048,3998713
0.05247,3923351,-2481213
0.052481,888182,1121758
0.052492,-2712155,-5196912
0.052503,1858906,5657566
0.052514,-6829070,1196098
0.052525,-2008821,1813775
0.052536,6241557,5187758
0.052547,3387972,-2270114
0.052558,-2281096,4348285
0.052569,-1361649,-3462567
0.05258,-5554048,2547717
0.052591,-2661638,6991868
0.052602,62801,-49717
0.052613,-1355753,-4180954
0.052624,-4551763,-21564
0.052635,-3870182,-2243758
0.052646,-796080,5525230
0.052657,-3243629,2678834
0.052668,2979294,1764500
0.052679,-2763684,-508843
0.05269,-2001146,3453787
0.052701,-4639404,1805859
0.052712,3949450,3585018
0.052723,710642,2850886
0.052734,4121973,2206569
0.052745,-708695,626921
0.052756,-2075047,-768511
0.052767,7158484,3017550
0.052778,4927619,3851794
0.052789,2465903,513748
0.0528,414493,3245127
0.052811,-1569084,3549897
0.052822,-3196183,4371098
0.052833,1959540,-26593
0.052844,-335836,5603825
0.052855,380683,1515733
0.052866,-2753297,901572
0.052877,2351527,2609584
0.052888,5637835,2570900
0.052899,-2197724,-3060875
0.05291,2709053,-2276156
0.052921,-1397230,-2666412
0.052932,-1234971,3325165
0.052943,2835309,4108796
0.052954,-3597832,2125184
0.052965,2128088,1837407
0.052976,-1520914,-940903
0.052987,-1851556,3941176
0.052998,-3894244,-1596187
0.053009,-7137831,4842672
0.05302,952681,-1674315
0.053031,-5595533,-4184186
0.053042,-6165021,5793683
0.053053,-46330,-3550605
0.053064,-593470,-2825027
0.053075,1840969,-8060943
0.053086,-2545994,-2064319
0.053097,3195348,-5620613
0.053108,5971549,2175135
0.053119,-5939176,-257419
0.05313,4284565,3633039
0.053141,-1596671,3537120
0.053152,-4199866,519655
0.053163,9454438,1440590
0.053174,5422789,2544031
0.053185,-1112179,373964
0.053196,1094421,-330472
0.053207,-2465473,-4282255
0.053218,551315,492747
0.053229,100662,-4038286
0.05324,-4230694,-2328127
0.053251,-1539976,3987076
0.053262,6141864,2484401
0.053273,-5618657,1300428
0.053284,-4141413,-4487492
0.053295,-4544725,1614609
0.053306,1603088,2328607
0.053317,-897918,25682
0.053328,2776723,2236893
0.053339,3814239,-127224
0.05335,708700,-6434411
0.053361,-3085790,264832
0.053372,-717755,-661570
0.053383,1129746,5147822
0.053394,-2471371,-8460276
0.053405,-3586392,-3936081
0.053416,-4886102,-3716793
0.053427,-988863,4374909
0.053438,4734221,-2668839
0.053449,-1434711,7495478
0.05346,-2884916,4033073
0.053471,-11675365,3513720
0.053482,-4586174,5659257
0.053493,-629544,789282
0.053504,160028,53309
0.053515,3322452,-1886913
0.053526,734694,-3216316
0.053537,-1725078,-1841746
0.053548,6256171,-222268
0.053559,-2418222,2567047
0.05357,4880431,3313155
0.053581,1259119,732460
0.053592,-1343299,-5723290
0.053603,5436026,-5985820
0.053614,-4354028,4752663
0.053625,-2271008,203806
0.053636,-3370220,7265152
0.053647,60117,-1186599
0.053658,-2206526,1531440
0.053669,-5064201,-582678
0.05368,-255618,1270967
0.053691,4162412,-1969281
0.053702,7286926,4795695
0.053713,6063933,-6928462
0.053724,2195196,-102669
0.053735,-350697,400735
0.053746,-3199126,5546650
0.053757,5074031,-3500454
0.053768,-2456550,-2089357
0.053779,4871602,-5580441
0.05379,-44558,-4641134
0.053801,-3621934,4065255
0.053812,-4348817,-6453653
0.053823,-4156554,2070910
0.053834,-2177683,1401198
0.053845,-2033896,-4447332
0.053856,-4559051,6491628
0.053867,-4640866,3143173
0.053878,3549191,-212771
0.053889,-1581366,1606788
0.0539,-109976,-1340924
0.053911,-975551,3006456
0.053922,959765,-824568
0.053933,944174,927546
0.053944,2473630,-3981934
0.053955,-1723234,-500061
0.053966,-1747837,-1293638
0.053977,-4563967,-1236518
0.053988,-7233551,-8851524
0.053999,3383573,-1377930
0.05401,-2252333,2427942
0.054021,3771179,4645702
0.054032,-4007139,2882221
0.054043,-379546,-644454
0.054054,-4874244,75026
0.054065,-376396,-791351
0.054076,-837066,-950010
0.054087,6774261,1293165
0.054098,1881903,1679559
0.054109,497972,6016397
0.05412,-926141,-105514
0.054131,805874,792174
0.054142,5739645,-5333125
0.054153,-6739057,3095570
0.054164,3649085,-5995536
0.054175,-4984593,9228813
0.054186,5711042,-1073987
0.054197,4026231,-1671557
0.054208,-1516426,4286511
0.054219,4362515,3126446
0.05423,-2025848,7755328
0.054241,-2637679,1617810
0.054252,-16913,4220385
0.054263,7852173,190502
0.054274,3094488,-3786286
0.054285,-2145647,1177474
0.054296,-3968659,-2388363
0.054307,1022367,-2484729
0.054318,-1784737,-914835
0.054329,-2140780,-1317283
0.05434,3485105,-986314
0.054351,-5751147,-8853563
0.054362,-1436097,474718
0.054373,769435,-1823449
0.054384,-2520234,3551646
0.054395,-7258359,1041786
0.054406,-2046777,-1359742
0.054417,-1687441,-2182529
0.054428,2232321,-676572
0.054439,-896970,-3647408
0.05445,2091974,-3446369
0.054461,-9706631,4193006
0.054472,2937023,1672017
0.054483,-1309496,-775051
0.054494,-4448628,2001198
0.054505,-1437684,5328372
0.054516,1015298,860656
0.054527,5569811,3233709
0.054538,1819141,-1699339
0.054549,7854008,-8704215
0.05456,269008,971301
0.054571,1759612,4075317
0.054582,7202091,-2724512
0.054593,3374366,2630706
0.054604,4043431,5844748
0.054615,6479190,-1459478
0.054626,-5619481,-2666213
0.054637,1536850,1637414
0.054648,539900,3308372
0.054659,-2422727,4566209
0.05467,4279323,3368063
0.054681,2491076,4423524
0.054692,4090756,-578686
0.054703,-4293012,2589053
0.054714,5982356,-1662331
0.054725,2560982,-2152851
0.054736,2326652,-892753
0.054747,-1615407,-1859047
0.054758,-3048027,-1241440
0.054769,2589289,320743
0.05478,-327933,-7381512
0.054791,402857,3751883
0.054802,2423280,2548247
0.054813,6596610,-4326787
0.054824,-2058644,825477
0.054835,5017196,-1416208
0.054846,-8268444,3278071
0.054857,-3828640,-990955
0.054868,737438,-1225888
0.054879,3128998,-944045
0.05489,-59377,-1591360
0.054901,2269297,4306824
0.054912,3915641,2587132
0.054923,-774105,2192509
0.054934,7961065,856470
0.054945,5283563,4097734
0.054956,-4906179,2122016
0.054967,290770,-527929
0.054978,-3144285,4862399
0.054989,-9144380,2675494
0.055,3137099,8174787
0.055011,-5079562,-2767369
0.055022,2314567,-1614334
0.055033,-2796593,2664201
0.055044,-4186408,-3714945
0.055055,-2094322,-5695492
0.055066,-2414106,-950670
0.055077,-11344534,-1316995
0.055088,-514184,-1249079
0.055099,-4983856,1069623
0.05511,6360522,945201
0.055121,-661199,-4982633
0.055132,-2983271,5167949
0.055143,4476150,-3044511
0.055154,-2625307,-1143920
0.055165,4053701,-1221413
0.055176,348074,-2803003
0.055187,-6103570,-3125516
0.055198,4231217,-4245310
0.055209,4181152,-1845630
0.05522,4972106,1451524
0.055231,4299439,-27564
0.055242,-1508773,1816907
0.055253,-3863433,823835
0.055264,-3460606,3420052
0.055275,1120975,-438736
0.055286,-1539655,-2353959
0.055297,613974,-4819019
0.055308,153892,774607
0.055319,1590332,-1633013
0.05533,1526526,3087449
0.055341,-537526,1737534
0.055352,294588,-154863
0.055363,-418934,4011541
0.055374,2608348,479120
0.055385,-3214785,-100460
0.055396,1075133,4648262
0.055407,-2774315,-4269752
0.055418,-807694,2989232
0.055429,6734103,1771201
0.05544,2864845,-3044634
0.055451,3227393,4035595
0.055462,1656824,1120623
0.055473,2086507,-52574
0.055484,2204734,4169546
0.055495,2932645,-1506507
0.055506,-6019906,14440334
0.055517,-5312515,193131
0.055528,-1573006,-1380132
0.055539,-2697420,-1480200
0.05555,-5919930,2433378
0.055561,-3168426,-4748814
0.055572,357392,92237
0.055583,478250,8514758
0.055594,82577,2464593
0.055605,5395628,3864993
0.055616,-3887767,4094446
0.055627,-152388,-1830386
0.055638,5183071,-534900
0.055649,-4139269,2019087
0.05566,-3472953,-1413284
0.055671,1771700,-7657550
0.055682,2473477,-978433
0.055693,7392946,3636221
0.055704,6731539,4737885
0.055715,120692,4822665
0.055726,1419995,-1058909
0.055737,1300308,-4499617
0.055748,8151607,824804
0.055759,3960548,-5650148
0.05577,-2056028,-3581386
0.055781,1632552,-1697755
0.055792,1673218,-2544378
0.055803,911823,-1064111
0.055814,4282685,-1365341
0.055825,3080013,-4005352
0.055836,-158548,-724207
0.055847,3099245,-3887361
0.055858,1421556,31992
0.055869,2361518,-834410
0.05588,-1800011,-6713411
0.055891,-2320507,5774685
0.055902,1964326,6389435
0.055913,6928946,2177456
0.055924,4955471,-3630150
0.055935,3979240,3550525
0.055946,-7861523,3705727
0.055957,3222260,3578600
0.055968,-2893682,-9663316
0.055979,-2423973,3018801
0.05599,593653,246306
0.056001,-6454487,-5173426
0.056012,995596,1405903
0.056023,-7726351,3143860
0.056034,-5525564,-223441
0.056045,3555236,2735613
0.056056,-4432448,846275
0.056067,-4067749,1067929
0.056078,2877212,1296788
0.056089,-3784318,-4152332
0.0561,1823274,2188220
0.056111,1223659,109848
0.056122,3087836,7485178
0.056133,-5655741,-3697808
0.056144,424067,-4483492
0.056155,2419434,112139
0.056166,-7777323,-2336542
0.056177,751369,-2872106
0.056188,-3542431,-1101060
0.056199,599727,1177916
0.05621,2082356,6749070
0.056221,3620985,1136632
0.056232,6503699,-2099497
0.056243,1095551,100237
0.056254,1166884,-3694455
0.056265,3523430,1727674
0.056276,4325986,-3606035
0.056287,5598988,-6460455
0.056298,2394887,2804197
0.056309,-6218857,-1703879
0.05632,3414915,3494801
0.056331,5445781,-847458
0.056342,-6268530,487769
0.056353,5657590,6186075
0.056364,636728,-1455540
0.056375,1133742,6068482
0.056386,-3926602,1906995
0.056397,1280454,1997705
0.056408,1467901,2302310
0.056419,-1419724,-4749051
0.05643,646989,-5937526
0.056441,10755905,-2821618
0.056452,-3751033,1321476
0.056463,138873,1741351
0.056474,693176,-2554371
0.056485,-8227967,427523
0.056496,-3886114,4804201
0.056507,-5837762,-1486143
0.056518,3453806,-645636
0.056529,-2673896,2772256
0.05654,7169777,-7332
0.056551,-2253240,2213085
0.056562,-1703420,4067181
0.056573,-76306,-2750801
0.056584,-47007,-1765110
0.056595,-4849344,-2468376
0.056606,-2644612,918281
0.056617,3588699,6908025
0.056628,-7254235,-2236509
0.056639,2716375,-3231198
0.05665,302522,-434474
0.056661,4322148,408451
0.056672,-1502692,-2215243
0.056683,184651,-3934732
0.056694,-36923,1738749
0.056705,-3578829,-1463799
0.056716,-289230,5639663
0.056727,-1115784,-45801
0.056738,-1817067,591521
0.056749,2825000,3583361
0.05676,-2466881,409432
0.056771,689189,-4744004
0.056782,-1475284,-2121779
0.056793,886404,-6552195
0.056804,-2652307,438499
0.056815,1262670,2687718
0.056826,-1470269,4348734
