Frequency,Intensity
20.214519,-1780.544678
20.212677,-737.774048
20.210835,-2064.900635
20.208994,-3089.428711
20.207152,-84.232208
20.20531,4031.526123
20.203469,3237.935059
20.201627,-1822.75415
20.199785,-4750.326172
20.197944,-3215.089111
20.196102,-1076.787109
20.19426,-1080.190063
20.192419,-1855.328369
20.190577,-2266.090088
20.188736,-3007.761963
20.186894,-3569.263672
20.185052,-2439.479004
20.183211,-445.782501
20.181369,126.821121
20.179527,-739.45166
20.177686,-1519.706909
20.175844,-2388.137939
20.174002,-4073.18457
20.172161,-5005.356445
20.170319,-3508.61792
20.168477,-1433.534668
20.166636,-1724.580933
20.164794,-3550.229248
20.162952,-3575.242188
20.161111,-1214.449829
20.159269,738.083008
20.157428,205.843796
20.155586,-2083.59375
20.153744,-4132.891113
20.151903,-4423.732422
20.150061,-2837.688965
20.148219,-1034.388428
20.146378,-805.460754
20.144536,-1496.677368
20.142694,-1007.081421
20.140853,284.809174
20.139011,-408.322906
20.137169,-3284.443848
20.135328,-4547.755859
20.133486,-2045.396973
20.131644,953.540527
20.129803,456.390198
20.127961,-2385.216553
20.12612,-3431.015381
20.124278,-1782.357056
20.122436,-275.839111
20.120595,-562.989258
20.118753,-1201.584473
20.116911,-847.011963
20.11507,-306.857727
20.113228,-463.701019
20.111386,-511.613342
20.109545,382.076416
20.107703,1361.214966
20.105861,1273.386719
20.10402,515.801025
20.102178,71.22847
20.100336,-221.24942
20.098495,-914.820618
20.096653,-1386.109741
20.094812,-684.442078
20.09297,663.760315
20.091128,1265.026611
20.089287,777.889343
20.087445,-111.572136
20.085603,-914.137939
20.083762,-1232.384644
20.08192,-463.579102
20.080078,934.315125
20.078237,1165.696533
20.076395,-277.930634
20.074553,-1294.517578
20.072712,-363.04892
20.07087,849.886902
20.069028,407.047546
20.067187,-480.162231
20.065345,150.542725
20.063504,1192.558838
20.061662,383.871613
20.05982,-1602.277466
20.057979,-2349.087402
20.056137,-1565.592529
20.054295,-644.343628
20.052454,77.531128
20.050612,611.635864
20.04877,-222.261215
20.046929,-2488.311035
20.045087,-3379.372559
20.043245,-1030.421753
20.041404,2144.640381
20.039562,3158.355957
20.03772,2810.578613
20.035879,2830.289063
20.034037,1836.644653
20.032196,-1465.498413
20.030354,-4037.473145
20.028512,-2519.020508
20.026671,855.383667
20.024829,1555.61438
20.022987,40.523045
20.021146,361.355408
20.019304,2908.506104
20.017462,4128.32373
20.015621,2901.457764
20.013779,1859.711304
20.011937,2155.607178
20.010096,1793.567261
20.008254,2.761028
20.006413,-986.721375
20.004571,94.588943
20.002729,1279.699219
20.000888,735.599243
19.999046,-255.047394
19.997204,398.748749
19.995363,2095.891602
19.993521,2381.325684
19.991679,551.734802
19.989838,-1299.117554
19.987996,-1017.644043
19.986154,860.267273
19.984313,1745.010742
19.982471,134.580322
19.980629,-2486.020264
19.978788,-3215.889404
19.976946,-1029.398682
19.975105,1928.969238
19.973263,2602.818115
19.971421,430.13208
19.96958,-2043.534546
19.967738,-2281.094238
19.965896,-804.91449
19.964055,-91.618996
19.962213,-889.686768
19.960371,-1442.030762
19.95853,-582.852844
19.956688,558.104187
19.954846,874.146851
19.953005,1098.746948
19.951163,1779.599365
19.949321,1534.66333
19.94748,-581.37915
19.945638,-2666.14502
19.943797,-2266.39624
19.941955,103.22287
19.940113,1891.228516
19.938272,1949.974243
19.93643,1073.865845
19.934588,63.888336
19.932747,-815.758728
19.930905,-1147.172852
19.929063,-710.617981
19.927222,16.471472
19.92538,648.083862
19.923538,1276.336426
19.921697,1517.912354
19.919855,639.723816
19.918013,-746.885376
19.916172,-886.335876
19.91433,453.022919
19.912489,1334.615845
19.910647,512.146729
19.908805,-859.105896
19.906964,-1188.44043
19.905122,-410.308105
19.90328,763.041077
19.901439,1909.337769
19.899597,2518.356445
19.897755,1974.345703
19.895914,499.185669
19.894072,-893.728638
19.89223,-1463.69165
19.890389,-979.577698
19.888547,431.045685
19.886705,1652.338379
19.884864,990.93811
19.883022,-1367.330078
19.881181,-2726.580566
19.879339,-1429.873169
19.877497,522.76001
19.875656,441.085693
19.873814,-1076.57959
19.871972,-1543.661255
19.870131,-598.554199
19.868289,17.70233
19.866447,-386.077209
19.864606,-824.787048
19.862764,-766.700134
19.860922,-845.822327
19.859081,-1501.239136
19.857239,-2210.723633
19.855397,-2042.552368
19.853556,-497.010254
19.851714,1748.17395
19.849873,3003.235596
19.848031,2427.591797
19.846189,1305.770874
19.844348,1080.142334
19.842506,947.526184
19.840664,-463.015808
19.838823,-1923.613403
19.836981,-1018.644592
19.835139,1743.713867
19.833298,3384.936279
19.831456,2881.216797
19.829614,1938.189331
19.827773,1414.726318
19.825931,449.925293
19.82409,-590.191895
19.822248,66.24939
19.820406,2079.312988
19.818565,2754.062012
19.816723,1368.138794
19.814881,489.579559
19.81304,1671.338745
19.811198,2945.074463
19.809356,2323.195557
19.807515,1001.720581
19.805673,895.401184
19.803831,1211.982788
19.80199,63.563431
19.800148,-1863.520508
19.798306,-1947.182617
19.796465,338.070862
19.794623,2300.71167
19.792782,1517.424927
19.79094,-1097.575562
19.789098,-2717.498535
19.787257,-2266.271729
19.785415,-1394.199829
19.783573,-1839.715576
19.781732,-3030.046875
19.77989,-3061.696289
19.778048,-1436.030518
19.776207,208.763748
19.774365,116.528862
19.772523,-1558.123291
19.770682,-2946.412354
19.76884,-2280.30542
19.766998,542.752075
19.765157,3761.191162
19.763315,5049.431641
19.761474,3558.375244
19.759632,925.276306
19.75779,-212.91539
19.755949,906.714905
19.754107,2250.119385
19.752265,1555.057617
19.750424,-641.729553
19.748582,-1686.023193
19.74674,-450.849915
19.744899,1231.714844
19.743057,1396.973145
19.741215,635.482666
19.739374,671.871582
19.737532,1526.503052
19.73569,1791.192505
19.733849,956.192688
19.732007,-163.052582
19.730166,-756.208374
19.728324,-458.466675
19.726482,710.449219
19.724641,1629.854248
19.722799,600.199402
19.720957,-1988.108887
19.719116,-3208.312256
19.717274,-1592.574707
19.715432,461.828583
19.713591,458.171967
19.711749,-426.173218
19.709907,-133.390869
19.708066,301.423737
19.706224,-812.991516
19.704382,-1776.968018
19.702541,-130.996964
19.700699,2523.307617
19.698858,2790.197998
19.697016,1126.269043
19.695174,777.124939
19.693333,2260.495117
19.691491,3249.355225
19.689649,2882.438477
19.687808,2025.363037
19.685966,437.120422
19.684124,-2178.745605
19.682283,-3682.228271
19.680441,-2308.494873
19.678599,-431.563934
19.676758,-1123.157593
19.674916,-2742.181396
19.673074,-1810.437622
19.671233,537.708923
19.669391,492.434967
19.66755,-1442.873535
19.665708,-1373.468262
19.663866,768.014282
19.662025,1072.812134
19.660183,-1127.374268
19.658341,-1908.6521
19.6565,347.88327
19.654658,2195.98584
19.652816,999.409912
19.650975,-1113.556274
19.649133,-1272.883789
19.647291,-1.679832
19.64545,870.102051
19.643608,1315.948975
19.641767,1945.445923
19.639925,2140.246094
19.638083,1415.220093
19.636242,866.84491
19.6344,1477.864136
19.632558,2284.451172
19.630717,1762.301147
19.628875,157.451004
19.627033,-779.430725
19.625192,135.862503
19.62335,2477.806396
19.621508,4792.740234
19.619667,5721.443359
19.617825,4904.553223
19.615983,3099.19458
19.614142,1303.582275
19.6123,3.912122
19.610459,-457.439606
19.608617,446.748047
19.606775,2428.635254
19.604934,3737.99707
19.603092,2984.941406
19.60125,1317.114258
19.599409,1112.813599
19.597567,2501.359619
19.595725,3075.375488
19.593884,1511.978271
19.592042,-493.743927
19.5902,-888.932373
19.588359,-86.458183
19.586517,241.671616
19.584675,-180.125977
19.582834,-270.390076
19.580992,647.252197
19.579151,2308.140625
19.577309,3877.764893
19.575467,4074.351074
19.573626,2168.967285
19.571784,-383.951385
19.569942,-979.004822
19.568101,519.160706
19.566259,1174.921631
19.564417,-685.335938
19.562576,-2740.137695
19.560734,-2140.931885
19.558892,320.979065
19.557051,1807.495728
19.555209,1587.42395
19.553367,1144.578247
19.551526,1195.046631
19.549684,965.503418
19.547843,108.227028
19.546001,-420.670074
19.544159,384.816101
19.542318,2045.778442
19.540476,2504.199707
19.538634,275.310486
19.536793,-2786.671631
19.534951,-2609.802979
19.533109,1557.384277
19.531268,4989.333984
19.529426,3687.764404
19.527584,271.611206
19.525743,-334.818481
19.523901,1309.643433
19.522059,937.947632
19.520218,-1632.567627
19.518376,-2562.406494
19.516535,-1069.704346
19.514693,-331.803101
19.512851,-1412.02478
19.51101,-1978.75708
19.509168,-1080.255615
19.507326,29.859528
19.505485,1321.30481
19.503643,3065.8479
19.501801,2751.9646
19.49996,-1340.664917
19.498118,-5098.749023
19.496276,-3507.114258
19.494435,1022.31189
19.492593,2124.281006
19.490751,-411.468109
19.48891,-1431.777222
19.487068,227.567963
19.485227,1118.400513
19.483385,799.12915
19.481543,1998.327759
19.479702,3867.133057
19.47786,2963.140869
19.476018,385.316437
19.474177,285.978607
19.472335,2079.171875
19.470493,1797.009888
19.468652,123.168716
19.46681,1039.538452
19.464968,3479.17749
19.463127,2700.642334
19.461285,-622.967529
19.459444,-1040.486572
19.457602,2196.233154
19.45576,4326.974121
19.453919,3603.719971
19.452077,2808.95459
19.450235,2456.19458
19.448394,313.412964
19.446552,-2251.758545
19.44471,-1209.141968
19.442869,2476.230957
19.441027,3525.716553
19.439185,1135.32605
19.437344,-192.321152
19.435502,804.865723
19.43366,235.307617
19.431819,-2921.745361
19.429977,-4091.798828
19.428136,-882.414307
19.426294,2626.256104
19.424452,2504.888184
19.422611,856.252075
19.420769,1544.512817
19.418927,3840.656494
19.417086,4189.104492
19.415244,2113.052246
19.413402,650.925232
19.411561,1487.160034
19.409719,2704.675781
19.407877,2167.505859
19.406036,1002.092346
19.404194,1798.451172
19.402352,4277.993652
19.400511,5385.057129
19.398669,4055.063477
19.396828,2966.706055
19.394986,3993.837158
19.393144,4865.076172
19.391303,3079.575684
19.389461,599.040283
19.387619,979.420105
19.385778,3569.049316
19.383936,4588.588379
19.382094,3027.958984
19.380253,1466.42334
19.378411,1383.514282
19.376569,1498.56543
19.374728,1011.21814
19.372886,1047.01355
19.371044,2083.326172
19.369203,2600.570313
19.367361,1302.845825
19.36552,-1013.003845
19.363678,-2477.590332
19.361836,-1996.291138
19.359995,88.846863
19.358153,2384.843506
19.356311,3518.869385
19.35447,3277.571289
19.352628,2516.797607
19.350786,1983.929932
19.348945,1763.360718
19.347103,1608.090576
19.345261,1101.504639
19.34342,7.388647
19.341578,-842.160767
19.339736,-41.618828
19.337895,2140.337891
19.336053,3492.13623
19.334212,2869.519287
19.33237,1597.941284
19.330528,857.153137
19.328687,213.463287
19.326845,-86.694229
19.325003,1300.007324
19.323162,3360.061768
19.32132,2799.118408
19.319478,-386.883545
19.317637,-1814.915283
19.315795,424.361816
19.313953,2719.260254
19.312112,2475.080322
19.31027,2127.86499
19.308428,3270.395996
19.306587,2831.235352
19.304745,-645.792786
19.302904,-2881.468994
19.301062,-717.768799
19.29922,2620.381836
19.297379,3667.636963
19.295537,4127.339844
19.293695,5614.438477
19.291854,5485.25293
19.290012,2725.133057
19.28817,1259.413452
19.286329,2540.482422
19.284487,2075.443604
19.282645,-1667.72876
19.280804,-2929.924316
19.278962,1078.567017
19.277121,4032.678955
19.275279,1187.344604
19.273437,-2145.008057
19.271596,-141.092728
19.269754,3460.587891
19.267912,2694.037842
19.266071,-428.817993
19.264229,-924.732605
19.262387,402.981812
19.260546,576.308105
19.258704,694.708496
19.256862,1878.43457
19.255021,1200.802002
19.253179,-2053.786133
19.251337,-2603.838379
19.249496,2155.722412
19.247654,6326.566895
19.245813,4574.424805
19.243971,524.712646
19.242129,-42.994919
19.240288,1909.486572
19.238446,2620.621582
19.236604,2405.81958
19.234763,2785.391357
19.232921,2201.851807
19.231079,-124.636497
19.229238,-1155.098877
19.227396,661.694397
19.225554,2144.062256
19.223713,1295.943481
19.221871,1083.528442
19.220029,3548.419678
19.218188,5488.472656
19.216346,3844.147461
19.214505,661.065613
19.212663,-778.859131
19.210821,-607.221191
19.20898,-290.805328
19.207138,295.799377
19.205296,1323.927734
19.203455,1767.454468
19.201613,1427.515991
19.199771,1525.708496
19.19793,2456.522949
19.196088,3329.565674
19.194246,3733.722656
19.192405,3754.775146
19.190563,3011.685791
19.188721,1763.898193
19.18688,1562.7229
19.185038,2849.713135
19.183197,3859.952148
19.181355,3565.214355
19.179513,3066.832764
19.177672,2661.420654
19.17583,1015.444275
19.173988,-1253.986084
19.172147,-1289.959961
19.170305,1038.677368
19.168463,2270.006104
19.166622,1085.156006
19.16478,248.137909
19.162938,1283.508179
19.161097,2220.905029
19.159255,2169.815674
19.157413,2868.47876
19.155572,4096.103027
19.15373,2991.316162
19.151889,-321.864532
19.150047,-1802.719116
19.148205,15.805894
19.146364,1742.161987
19.144522,1063.417114
19.14268,47.85128
19.140839,717.301453
19.138997,1760.239746
19.137155,1507.421997
19.135314,633.040344
19.133472,417.56427
19.13163,924.230164
19.129789,1610.975464
19.127947,1916.996094
19.126105,1482.43811
19.124264,1025.316284
19.122422,1702.856689
19.120581,2818.386963
19.118739,2625.171875
19.116897,1915.413696
19.115056,3064.50415
19.113214,4947.0625
19.111372,3813.644287
19.109531,295.718903
19.107689,-365.072845
19.105847,3090.930908
19.104006,5319.061523
19.102164,2783.729004
19.100322,-1252.439697
19.098481,-2810.935059
19.096639,-2441.475098
19.094798,-1751.688599
19.092956,-300.625977
19.091114,1509.231812
19.089273,1595.209961
19.087431,235.543091
19.085589,85.813713
19.083748,1100.271729
19.081906,617.564087
19.080064,-1024.209473
19.078223,-672.349854
19.076381,1462.625122
19.074539,1721.064697
19.072698,-465.934387
19.070856,-1661.945923
19.069014,-406.863525
19.067173,1210.603516
19.065331,1994.366333
19.06349,2699.905762
19.061648,3030.563477
19.059806,2139.366943
19.057965,1258.844971
19.056123,1735.556152
19.054281,2123.591064
19.05244,1170.091553
19.050598,1143.121338
19.048756,3919.563965
19.046915,6636.705566
19.045073,5725.429199
19.043231,2472.079102
19.04139,368.619629
19.039548,-128.630585
19.037706,-353.832184
19.035865,-154.932281
19.034023,599.241028
19.032182,570.654297
19.03034,-20.321939
19.028498,1291.259155
19.026657,4337.77832
19.024815,5249.201172
19.022973,2855.258789
19.021132,1245.729858
19.01929,3084.927002
19.017448,5342.71582
19.015607,4780.316406
19.013765,2941.687256
19.011923,2447.710693
19.010082,2572.569092
19.00824,1688.898682
19.006398,603.564148
19.004557,698.358765
19.002715,1455.948242
19.000874,1713.266602
18.999032,1211.989868
18.99719,178.006424
18.995349,-580.568481
18.993507,443.312592
18.991665,3114.672607
18.989824,4421.20752
18.987982,2398.737061
18.98614,-378.763885
18.984299,-434.965637
18.982457,1366.27356
18.980615,1697.630127
18.978774,78.689079
18.976932,-1141.395142
18.97509,-529.432983
18.973249,1537.349976
18.971407,3937.845459
18.969566,4742.369629
18.967724,2657.672363
18.965882,47.897675
18.964041,828.438416
18.962199,3940.289795
18.960357,3930.616211
18.958516,0.109738
18.956674,-1682.421387
18.954832,2096.328613
18.952991,5900.513184
18.951149,4426.445801
18.949307,764.633606
18.947466,332.71579
18.945624,2162.121338
18.943782,2530.224365
18.941941,2400.182861
18.940099,4341.253906
18.938258,6003.037109
18.936416,3910.254639
18.934574,736.684326
18.932733,1396.152222
18.930891,4114.277344
18.929049,3132.161865
18.927208,-879.314026
18.925366,-1226.933228
18.923524,3582.72168
18.921683,6948.010254
18.919841,4584.88623
18.917999,699.993591
18.916158,311.133209
18.914316,1578.145874
18.912474,532.648376
18.910633,-1383.176025
18.908791,-245.344696
18.90695,2967.543457
18.905108,3914.874023
18.903266,2322.079346
18.901425,2048.550781
18.899583,3964.932129
18.897741,4354.942871
18.8959,1561.476074
18.894058,-671.162476
18.892216,1178.397583
18.890375,5028.843262
18.888533,6199.134766
18.886691,3560.175781
18.88485,201.065796
18.883008,-746.012085
18.881167,1041.598755
18.879325,3713.498047
18.877483,5326.78418
18.875642,5469.790039
18.8738,5286.557617
18.871958,5648.812988
18.870117,5742.212402
18.868275,4528.143555
18.866433,3108.81665
18.864592,3804.208252
18.86275,6619.867188
18.860908,8407.28418
18.859067,6538.336914
18.857225,2405.655273
18.855383,109.666176
18.853542,1814.997803
18.8517,5240.401855
18.849859,6227.719727
18.848017,3478.295166
18.846175,-122.786629
18.844334,-1121.881104
18.842492,642.825928
18.84065,2599.281494
18.838809,2818.621094
18.836967,1546.091797
18.835125,90.471275
18.833284,-402.724792
18.831442,520.422668
18.8296,2180.996826
18.827759,3229.50293
18.825917,3232.503418
18.824075,3047.11792
18.822234,3225.485352
18.820392,3382.333252
18.818551,3515.987793
18.816709,4103.371094
18.814867,4444.462402
18.813026,3199.178223
18.811184,1044.720215
18.809342,84.297005
18.807501,207.081573
18.805659,-577.546021
18.803817,-1683.230347
18.801976,-134.601791
18.800134,3583.980469
18.798292,4698.262695
18.796451,1404.061523
18.794609,-1660.216064
18.792767,-147.134308
18.790926,3862.543945
18.789084,5699.911621
18.787243,4645.56543
18.785401,3381.263184
18.783559,3630.743896
18.781718,5180.878906
18.779876,7116.604492
18.778034,8009.838867
18.776193,6866.188477
18.774351,5046.229004
18.772509,4978.806152
18.770668,6384.874512
18.768826,6466.433594
18.766984,4200.714844
18.765143,1560.006592
18.763301,269.774261
18.761459,189.585876
18.759618,740.063477
18.757776,1143.776611
18.755935,-34.46627
18.754093,-2660.101807
18.752251,-3619.573242
18.75041,-874.063171
18.748568,2761.543945
18.746726,3459.095215
18.744885,1971.357178
18.743043,1422.606812
18.741201,1785.595825
18.73936,1130.364014
18.737518,332.786285
18.735676,1631.270996
18.733835,3967.35376
18.731993,4333.760254
18.730151,2550.236572
18.72831,824.225403
18.726468,95.848137
18.724627,217.268188
18.722785,1690.206665
18.720943,4062.472412
18.719102,5174.486816
18.71726,4835.126465
18.715418,5787.50293
18.713577,8181.850586
18.711735,7727.84082
18.709893,3040.729248
18.708052,-403.312531
18.70621,1579.243042
18.704368,4964.533203
18.702527,4369.471191
18.700685,1824.276489
18.698844,2193.509277
18.697002,4215.993164
18.69516,3402.039551
18.693319,646.025208
18.691477,541.794495
18.689635,3163.074219
18.687794,4432.629883
18.685952,3371.211182
18.68411,2730.882324
18.682269,3322.569092
18.680427,3309.608643
18.678585,2415.88623
18.676744,1916.505615
18.674902,1345.055176
18.67306,-275.68512
18.671219,-1151.268555
18.669377,837.058594
18.667536,3709.90918
18.665694,3926.730225
18.663852,2091.532715
18.662011,1633.487671
18.660169,2962.608398
18.658327,3462.481445
18.656486,2384.859863
18.654644,1407.338013
18.652802,1100.930298
18.650961,908.12323
18.649119,1698.08252
18.647277,4242.071289
18.645436,6105.857422
18.643594,4323.201172
18.641752,464.891602
18.639911,-1119.332275
18.638069,452.190979
18.636228,2160.624268
18.634386,2371.506836
18.632544,2387.569092
18.630703,2863.470459
18.628861,2680.931152
18.627019,1760.01062
18.625178,1614.760132
18.623336,2649.67334
18.621494,3565.843018
18.619653,3596.370117
18.617811,3126.779785
18.615969,2381.335938
18.614128,1465.788574
18.612286,1095.742065
18.610444,1565.04248
18.608603,1986.792603
18.606761,1975.453979
18.60492,2471.574951
18.603078,3531.296143
18.601236,3544.258789
18.599395,2238.796143
18.597553,1803.083496
18.595711,3163.391113
18.59387,4059.424561
18.592028,2899.847168
18.590186,1469.083008
18.588345,1550.657104
18.586503,2000.881104
18.584661,1538.292725
18.58282,1284.69104
18.580978,2162.246338
18.579136,2907.835938
18.577295,2905.645996
18.575453,3726.443848
18.573612,5706.129395
18.57177,6397.76709
18.569928,4576.625
18.568087,2458.289795
18.566245,2034.818604
18.564403,2562.067139
18.562562,3177.591064
18.56072,4298.799805
18.558878,5074.653809
18.557037,3486.893311
18.555195,356.144867
18.553353,-867.125366
18.551512,519.187927
18.54967,1615.410889
18.547828,1373.635986
18.545987,2071.164063
18.544145,4168.894531
18.542304,4814.812012
18.540462,3138.174316
18.53862,2129.468018
18.536779,3338.578613
18.534937,4275.958496
18.533095,3051.488281
18.531254,1329.317505
18.529412,714.083374
18.52757,178.383255
18.525729,-954.558838
18.523887,-1112.250488
18.522045,476.787933
18.520204,2020.332153
18.518362,2292.977295
18.516521,2707.413086
18.514679,4421.261719
18.512837,5766.588379
18.510996,4588.595703
18.509154,1635.521851
18.507312,-245.292252
18.505471,291.119598
18.503629,1720.665283
18.501787,2119.24707
18.499946,2023.351929
18.498104,3527.566895
18.496262,6470.447266
18.494421,7517.053223
18.492579,4525.118652
18.490737,50.511513
18.488896,-1758.302979
18.487054,-280.955902
18.485213,2099.266113
18.483371,4031.356934
18.481529,5581.720215
18.479688,5969.768066
18.477846,4400.944336
18.476004,2265.959473
18.474163,1407.865967
18.472321,1268.411499
18.470479,577.798157
18.468638,207.209351
18.466796,1273.592163
18.464954,2381.517578
18.463113,2013.593262
18.461271,1497.376831
18.459429,2316.359863
18.457588,3024.431641
18.455746,2229.526611
18.453905,1643.593384
18.452063,2541.427002
18.450221,2694.097656
18.44838,892.128479
18.446538,555.775269
18.444696,4026.51416
18.442855,7328.069336
18.441013,6181.291016
18.439171,3324.389893
18.43733,3590.489502
18.435488,5368.584961
18.433646,4117.714844
18.431805,1451.582642
18.429963,2750.133301
18.428121,7195.675781
18.42628,8183.83252
18.424438,3704.026855
18.422597,-916.451111
18.420755,-1597.137817
18.418913,-419.547638
18.417072,-228.241135
18.41523,190.585297
18.413388,2934.435059
18.411547,6788.182129
18.409705,8745.838867
18.407863,7617.155762
18.406022,4682.654297
18.40418,2236.635986
18.402338,1968.97876
18.400497,3491.926758
18.398655,4648.043457
18.396813,4342.598633
18.394972,3877.081543
18.39313,4080.587402
18.391289,3292.300293
18.389447,643.489868
18.387605,-1105.716309
18.385764,409.490723
18.383922,2464.547363
18.38208,1084.683594
18.380239,-2036.391479
18.378397,-1803.431641
18.376555,1793.831299
18.374714,3358.153809
18.372872,749.814392
18.37103,-1840.380005
18.369189,-1065.247314
18.367347,930.381226
18.365505,1465.305054
18.363664,1743.005249
18.361822,3087.207031
18.359981,3273.943848
